GEO,REF_DATE,National Occupational Classification (NOC),VALUE
Alberta,2021-02,Professional occupations in health,171.5
Alberta,2021-02,Professional occupations in law,22.7
Alberta,2021-02,"Professional occupations in law, education, social, community and government services",292.4
Alberta,2021-02,Professional occupations in natural and applied sciences,208.4
Alberta,2021-02,Professional occupations in natural sciences,18.6
Alberta,2021-02,Professional occupations in social and community services,46.1
Alberta,2021-02,Retail sales and service supervisors and specialized occupations in sales and services,192.7
Alberta,2021-02,"Sales and service occupations, except management",924.8
Alberta,2021-02,Sales and service representatives and other customer and personal services occupations,280.3
Alberta,2021-02,Sales and service support occupations,335.2
Alberta,2021-02,Specialized middle management occupations,88.0
Alberta,2021-02,"Supervisors and occupations in natural resources, agriculture and related production",74.1
Alberta,2021-02,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",57.1
Alberta,2021-02,"Support occupations in art, culture and sport",10.6
Alberta,2021-02,"Technical occupations in art, culture and sport",20.7
Alberta,2021-02,Technical occupations in health,106.9
Alberta,2021-02,Technical occupations related to natural and applied sciences,139.3
Alberta,2021-02,Technical trades and transportation officers and controllers,419.1
Alberta,2021-02,Therapy and assessment professionals,24.6
Alberta,2021-02,"Trades, transport and equipment operators and related occupations, except management",779.6
Alberta,2021-02,"Workers and labourers in natural resources, agriculture and related production",52.2
Alberta,2021-03,Administrative and financial supervisors and specialized administrative occupations,162.0
Alberta,2021-03,Administrative and financial support and supply chain logistics occupations,197.5
Alberta,2021-03,Administrative occupations and transportation logistics occupations,141.7
Alberta,2021-03,Assisting occupations in education and in legal and public protection,46.099999999999994
Alberta,2021-03,Assisting occupations in support of health services,94.8
Alberta,2021-03,"Business, finance and administration occupations, except management",721.6
Alberta,2021-03,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",19.6
Alberta,2021-03,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",121.2
Alberta,2021-03,General trades,197.3
Alberta,2021-03,"Health occupations, except management",375.0
Alberta,2021-03,Health treating and consultation services professionals,50.1
Alberta,2021-03,"Helpers and labourers and other transport drivers, operators and labourers",115.5
Alberta,2021-03,"Labourers in processing, manufacturing and utilities",11.8
Alberta,2021-03,Legislative and senior management occupations,11.4
Alberta,2021-03,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",49.9
Alberta,2021-03,"Mail and message distribution, other transport equipment operators and related maintenance workers",44.8
Alberta,2021-03,Management occupations,357.8
Alberta,2021-03,Middle management occupations in retail and wholesale trade and customer services,103.0
Alberta,2021-03,"Middle management occupations in trades, transportation, production and utilities",144.2
Alberta,2021-03,"Natural and applied sciences and related occupations, except management",341.4
Alberta,2021-03,"Natural resources, agriculture and related production occupations, except management",133.8
Alberta,2021-03,Nursing and allied health professionals,87.30000000000001
Alberta,2021-03,"Occupations in art, culture and sport",17.4
Alberta,2021-03,"Occupations in art, culture, recreation and sport, except management",90.0
Alberta,2021-03,"Occupations in education, law and social, community and government services, except management",499.1
Alberta,2021-03,Occupations in front-line public protection services,27.6
Alberta,2021-03,"Occupations in manufacturing and utilities, except management",125.10000000000001
Alberta,2021-03,Occupations in sales and services,115.2
Alberta,2021-03,"Paraprofessional occupations in legal, social, community and education services",90.0
Alberta,2021-03,Professional occupations in applied sciences (except engineering),106.4
Alberta,2021-03,Professional occupations in art and culture,35.6
Alberta,2021-03,Professional occupations in business,99.0
Alberta,2021-03,Professional occupations in education services,183.9
Alberta,2021-03,Professional occupations in engineering,77.2
Alberta,2021-03,Professional occupations in finance,114.2
Alberta,2021-03,Professional occupations in finance and business,215.9
Alberta,2021-03,Professional occupations in government services,40.3
Alberta,2021-03,Professional occupations in health,167.3
Alberta,2021-03,Professional occupations in law,22.9
Alberta,2021-03,"Professional occupations in law, education, social, community and government services",305.6
Alberta,2021-03,Professional occupations in natural and applied sciences,206.5
Alberta,2021-03,Professional occupations in natural sciences,19.099999999999998
Alberta,2021-03,Professional occupations in social and community services,50.4
Alberta,2021-03,Retail sales and service supervisors and specialized occupations in sales and services,190.2
Alberta,2021-03,"Sales and service occupations, except management",932.6
Alberta,2021-03,Sales and service representatives and other customer and personal services occupations,285.2
Alberta,2021-03,Sales and service support occupations,340.8
Alberta,2021-03,Specialized middle management occupations,96.8
Alberta,2021-03,"Supervisors and occupations in natural resources, agriculture and related production",74.9
Alberta,2021-03,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",55.9
Alberta,2021-03,"Support occupations in art, culture and sport",12.8
Alberta,2021-03,"Technical occupations in art, culture and sport",20.7
Alberta,2021-03,Technical occupations in health,110.4
Alberta,2021-03,Technical occupations related to natural and applied sciences,133.70000000000002
Alberta,2021-03,Technical trades and transportation officers and controllers,440.8
Alberta,2021-03,Therapy and assessment professionals,23.9
Alberta,2021-03,"Trades, transport and equipment operators and related occupations, except management",801.4000000000001
Alberta,2021-03,"Workers and labourers in natural resources, agriculture and related production",59.0
Alberta,2021-04,Administrative and financial supervisors and specialized administrative occupations,168.8
Alberta,2021-04,Administrative and financial support and supply chain logistics occupations,210.4
Alberta,2021-04,Administrative occupations and transportation logistics occupations,143.79999999999998
Alberta,2021-04,Assisting occupations in education and in legal and public protection,42.1
Alberta,2021-04,Assisting occupations in support of health services,97.7
Alberta,2021-04,"Business, finance and administration occupations, except management",744.5
Alberta,2021-04,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",18.6
Alberta,2021-04,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",130.8
Alberta,2021-04,General trades,202.6
Alberta,2021-04,"Health occupations, except management",370.8
Alberta,2021-04,Health treating and consultation services professionals,48.4
Alberta,2021-04,"Helpers and labourers and other transport drivers, operators and labourers",118.8
Alberta,2021-04,"Labourers in processing, manufacturing and utilities",13.3
Alberta,2021-04,Legislative and senior management occupations,11.2
Alberta,2021-04,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",47.3
Alberta,2021-04,"Mail and message distribution, other transport equipment operators and related maintenance workers",41.900000000000006
Alberta,2021-04,Management occupations,365.5
Alberta,2021-04,Middle management occupations in retail and wholesale trade and customer services,101.0
Alberta,2021-04,"Middle management occupations in trades, transportation, production and utilities",152.6
Alberta,2021-04,"Natural and applied sciences and related occupations, except management",333.6
Alberta,2021-04,"Natural resources, agriculture and related production occupations, except management",139.1
Alberta,2021-04,Nursing and allied health professionals,83.2
Alberta,2021-04,"Occupations in art, culture and sport",17.8
Alberta,2021-04,"Occupations in art, culture, recreation and sport, except management",93.6
Alberta,2021-04,"Occupations in education, law and social, community and government services, except management",507.5
Alberta,2021-04,Occupations in front-line public protection services,30.2
Alberta,2021-04,"Occupations in manufacturing and utilities, except management",121.8
Alberta,2021-04,Occupations in sales and services,124.8
Alberta,2021-04,"Paraprofessional occupations in legal, social, community and education services",97.0
Alberta,2021-04,Professional occupations in applied sciences (except engineering),105.0
Alberta,2021-04,Professional occupations in art and culture,35.5
Alberta,2021-04,Professional occupations in business,101.2
Alberta,2021-04,Professional occupations in education services,186.0
Alberta,2021-04,Professional occupations in engineering,72.9
Alberta,2021-04,Professional occupations in finance,112.0
Alberta,2021-04,Professional occupations in finance and business,215.8
Alberta,2021-04,Professional occupations in government services,42.1
Alberta,2021-04,Professional occupations in health,160.0
Alberta,2021-04,Professional occupations in law,20.7
Alberta,2021-04,"Professional occupations in law, education, social, community and government services",309.3
Alberta,2021-04,Professional occupations in natural and applied sciences,199.8
Alberta,2021-04,Professional occupations in natural sciences,18.5
Alberta,2021-04,Professional occupations in social and community services,52.9
Alberta,2021-04,Retail sales and service supervisors and specialized occupations in sales and services,190.2
Alberta,2021-04,"Sales and service occupations, except management",938.2
Alberta,2021-04,Sales and service representatives and other customer and personal services occupations,287.70000000000005
Alberta,2021-04,Sales and service support occupations,335.6
Alberta,2021-04,Specialized middle management occupations,99.1
Alberta,2021-04,"Supervisors and occupations in natural resources, agriculture and related production",75.8
Alberta,2021-04,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",55.3
Alberta,2021-04,"Support occupations in art, culture and sport",15.2
Alberta,2021-04,"Technical occupations in art, culture and sport",19.700000000000003
Alberta,2021-04,Technical occupations in health,110.1
Alberta,2021-04,Technical occupations related to natural and applied sciences,131.29999999999998
Alberta,2021-04,Technical trades and transportation officers and controllers,438.9
Alberta,2021-04,Therapy and assessment professionals,23.9
Alberta,2021-04,"Trades, transport and equipment operators and related occupations, except management",804.3000000000001
Alberta,2021-04,"Workers and labourers in natural resources, agriculture and related production",63.300000000000004
Alberta,2021-05,Administrative and financial supervisors and specialized administrative occupations,169.5
Alberta,2021-05,Administrative and financial support and supply chain logistics occupations,222.8
Alberta,2021-05,Administrative occupations and transportation logistics occupations,144.2
Alberta,2021-05,Assisting occupations in education and in legal and public protection,48.2
Alberta,2021-05,Assisting occupations in support of health services,106.0
Alberta,2021-05,"Business, finance and administration occupations, except management",760.0
Alberta,2021-05,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",21.2
Alberta,2021-05,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",133.4
Alberta,2021-05,General trades,209.6
Alberta,2021-05,"Health occupations, except management",367.1
Alberta,2021-05,Health treating and consultation services professionals,43.2
Alberta,2021-05,"Helpers and labourers and other transport drivers, operators and labourers",116.6
Alberta,2021-05,"Labourers in processing, manufacturing and utilities",19.2
Alberta,2021-05,Legislative and senior management occupations,10.0
Alberta,2021-05,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",48.5
Alberta,2021-05,"Mail and message distribution, other transport equipment operators and related maintenance workers",46.9
Alberta,2021-05,Management occupations,376.7
Alberta,2021-05,Middle management occupations in retail and wholesale trade and customer services,99.6
Alberta,2021-05,"Middle management occupations in trades, transportation, production and utilities",157.7
Alberta,2021-05,"Natural and applied sciences and related occupations, except management",339.2
Alberta,2021-05,"Natural resources, agriculture and related production occupations, except management",151.8
Alberta,2021-05,Nursing and allied health professionals,79.3
Alberta,2021-05,"Occupations in art, culture and sport",17.5
Alberta,2021-05,"Occupations in art, culture, recreation and sport, except management",97.2
Alberta,2021-05,"Occupations in education, law and social, community and government services, except management",513.9
Alberta,2021-05,Occupations in front-line public protection services,32.8
Alberta,2021-05,"Occupations in manufacturing and utilities, except management",126.1
Alberta,2021-05,Occupations in sales and services,123.8
Alberta,2021-05,"Paraprofessional occupations in legal, social, community and education services",96.6
Alberta,2021-05,Professional occupations in applied sciences (except engineering),107.9
Alberta,2021-05,Professional occupations in art and culture,38.5
Alberta,2021-05,Professional occupations in business,106.3
Alberta,2021-05,Professional occupations in education services,182.6
Alberta,2021-05,Professional occupations in engineering,77.1
Alberta,2021-05,Professional occupations in finance,109.7
Alberta,2021-05,Professional occupations in finance and business,218.89999999999998
Alberta,2021-05,Professional occupations in government services,46.7
Alberta,2021-05,Professional occupations in health,155.0
Alberta,2021-05,Professional occupations in law,17.4
Alberta,2021-05,"Professional occupations in law, education, social, community and government services",308.0
Alberta,2021-05,Professional occupations in natural and applied sciences,207.8
Alberta,2021-05,Professional occupations in natural sciences,18.6
Alberta,2021-05,Professional occupations in social and community services,53.7
Alberta,2021-05,Retail sales and service supervisors and specialized occupations in sales and services,177.0
Alberta,2021-05,"Sales and service occupations, except management",909.3
Alberta,2021-05,Sales and service representatives and other customer and personal services occupations,281.6
Alberta,2021-05,Sales and service support occupations,325.8
Alberta,2021-05,Specialized middle management occupations,108.0
Alberta,2021-05,"Supervisors and occupations in natural resources, agriculture and related production",78.4
Alberta,2021-05,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",56.4
Alberta,2021-05,"Support occupations in art, culture and sport",16.200000000000003
Alberta,2021-05,"Technical occupations in art, culture and sport",20.7
Alberta,2021-05,Technical occupations in health,101.6
Alberta,2021-05,Technical occupations related to natural and applied sciences,128.9
Alberta,2021-05,Technical trades and transportation officers and controllers,451.4
Alberta,2021-05,Therapy and assessment professionals,26.7
Alberta,2021-05,"Trades, transport and equipment operators and related occupations, except management",825.4
Alberta,2021-05,"Workers and labourers in natural resources, agriculture and related production",73.5
Alberta,2021-06,Administrative and financial supervisors and specialized administrative occupations,171.1
Alberta,2021-06,Administrative and financial support and supply chain logistics occupations,218.70000000000002
Alberta,2021-06,Administrative occupations and transportation logistics occupations,141.7
Alberta,2021-06,Assisting occupations in education and in legal and public protection,48.9
Alberta,2021-06,Assisting occupations in support of health services,114.6
Alberta,2021-06,"Business, finance and administration occupations, except management",754.0
Alberta,2021-06,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",22.5
Alberta,2021-06,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",127.4
Alberta,2021-06,General trades,221.70000000000002
Alberta,2021-06,"Health occupations, except management",364.8
Alberta,2021-06,Health treating and consultation services professionals,38.4
Alberta,2021-06,"Helpers and labourers and other transport drivers, operators and labourers",123.60000000000001
Alberta,2021-06,"Labourers in processing, manufacturing and utilities",21.8
Alberta,2021-06,Legislative and senior management occupations,6.199999999999999
Alberta,2021-06,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",51.4
Alberta,2021-06,"Mail and message distribution, other transport equipment operators and related maintenance workers",48.4
Alberta,2021-06,Management occupations,393.3
Alberta,2021-06,Middle management occupations in retail and wholesale trade and customer services,100.89999999999999
Alberta,2021-06,"Middle management occupations in trades, transportation, production and utilities",162.8
Alberta,2021-06,"Natural and applied sciences and related occupations, except management",346.4
Alberta,2021-06,"Natural resources, agriculture and related production occupations, except management",158.4
Alberta,2021-06,Nursing and allied health professionals,78.4
Alberta,2021-06,"Occupations in art, culture and sport",17.3
Alberta,2021-06,"Occupations in art, culture, recreation and sport, except management",97.19999999999999
Alberta,2021-06,"Occupations in education, law and social, community and government services, except management",513.3000000000001
Alberta,2021-06,Occupations in front-line public protection services,31.8
Alberta,2021-06,"Occupations in manufacturing and utilities, except management",131.2
Alberta,2021-06,Occupations in sales and services,130.5
Alberta,2021-06,"Paraprofessional occupations in legal, social, community and education services",90.6
Alberta,2021-06,Professional occupations in applied sciences (except engineering),111.5
Alberta,2021-06,Professional occupations in art and culture,38.8
Alberta,2021-06,Professional occupations in business,112.5
Alberta,2021-06,Professional occupations in education services,176.0
Alberta,2021-06,Professional occupations in engineering,77.10000000000001
Alberta,2021-06,Professional occupations in finance,102.9
Alberta,2021-06,Professional occupations in finance and business,217.0
Alberta,2021-06,Professional occupations in government services,53.900000000000006
Alberta,2021-06,Professional occupations in health,149.5
Alberta,2021-06,Professional occupations in law,17.2
Alberta,2021-06,"Professional occupations in law, education, social, community and government services",308.7
Alberta,2021-06,Professional occupations in natural and applied sciences,214.79999999999998
Alberta,2021-06,Professional occupations in natural sciences,21.8
Alberta,2021-06,Professional occupations in social and community services,54.5
Alberta,2021-06,Retail sales and service supervisors and specialized occupations in sales and services,164.2
Alberta,2021-06,"Sales and service occupations, except management",902.3000000000001
Alberta,2021-06,Sales and service representatives and other customer and personal services occupations,278.3
Alberta,2021-06,Sales and service support occupations,328.1
Alberta,2021-06,Specialized middle management occupations,119.5
Alberta,2021-06,"Supervisors and occupations in natural resources, agriculture and related production",79.4
Alberta,2021-06,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",54.8
Alberta,2021-06,"Support occupations in art, culture and sport",14.899999999999999
Alberta,2021-06,"Technical occupations in art, culture and sport",22.2
Alberta,2021-06,Technical occupations in health,97.2
Alberta,2021-06,Technical occupations related to natural and applied sciences,127.89999999999999
Alberta,2021-06,Technical trades and transportation officers and controllers,446.0
Alberta,2021-06,Therapy and assessment professionals,26.4
Alberta,2021-06,"Trades, transport and equipment operators and related occupations, except management",841.1
Alberta,2021-06,"Workers and labourers in natural resources, agriculture and related production",79.3
Alberta,2021-07,Administrative and financial supervisors and specialized administrative occupations,163.2
Alberta,2021-07,Administrative and financial support and supply chain logistics occupations,226.9
Alberta,2021-07,Administrative occupations and transportation logistics occupations,141.0
Alberta,2021-07,Assisting occupations in education and in legal and public protection,37.900000000000006
Alberta,2021-07,Assisting occupations in support of health services,121.3
Alberta,2021-07,"Business, finance and administration occupations, except management",744.0
Alberta,2021-07,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",20.099999999999998
Alberta,2021-07,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",116.2
Alberta,2021-07,General trades,229.0
Alberta,2021-07,"Health occupations, except management",364.8
Alberta,2021-07,Health treating and consultation services professionals,38.1
Alberta,2021-07,"Helpers and labourers and other transport drivers, operators and labourers",124.0
Alberta,2021-07,"Labourers in processing, manufacturing and utilities",18.8
Alberta,2021-07,Legislative and senior management occupations,6.2
Alberta,2021-07,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",53.3
Alberta,2021-07,"Mail and message distribution, other transport equipment operators and related maintenance workers",48.1
Alberta,2021-07,Management occupations,409.1
Alberta,2021-07,Middle management occupations in retail and wholesale trade and customer services,103.8
Alberta,2021-07,"Middle management occupations in trades, transportation, production and utilities",166.4
Alberta,2021-07,"Natural and applied sciences and related occupations, except management",361.1
Alberta,2021-07,"Natural resources, agriculture and related production occupations, except management",166.6
Alberta,2021-07,Nursing and allied health professionals,76.89999999999999
Alberta,2021-07,"Occupations in art, culture and sport",16.6
Alberta,2021-07,"Occupations in art, culture, recreation and sport, except management",93.9
Alberta,2021-07,"Occupations in education, law and social, community and government services, except management",488.6
Alberta,2021-07,Occupations in front-line public protection services,27.1
Alberta,2021-07,"Occupations in manufacturing and utilities, except management",133.0
Alberta,2021-07,Occupations in sales and services,138.7
Alberta,2021-07,"Paraprofessional occupations in legal, social, community and education services",83.5
Alberta,2021-07,Professional occupations in applied sciences (except engineering),118.7
Alberta,2021-07,Professional occupations in art and culture,32.6
Alberta,2021-07,Professional occupations in business,115.5
Alberta,2021-07,Professional occupations in education services,170.5
Alberta,2021-07,Professional occupations in engineering,80.5
Alberta,2021-07,Professional occupations in finance,89.9
Alberta,2021-07,Professional occupations in finance and business,206.9
Alberta,2021-07,Professional occupations in government services,53.1
Alberta,2021-07,Professional occupations in health,145.7
Alberta,2021-07,Professional occupations in law,18.5
Alberta,2021-07,"Professional occupations in law, education, social, community and government services",306.8
Alberta,2021-07,Professional occupations in natural and applied sciences,226.89999999999998
Alberta,2021-07,Professional occupations in natural sciences,22.6
Alberta,2021-07,Professional occupations in social and community services,57.199999999999996
Alberta,2021-07,Retail sales and service supervisors and specialized occupations in sales and services,148.5
Alberta,2021-07,"Sales and service occupations, except management",924.7
Alberta,2021-07,Sales and service representatives and other customer and personal services occupations,282.4
Alberta,2021-07,Sales and service support occupations,353.8
Alberta,2021-07,Specialized middle management occupations,129.29999999999998
Alberta,2021-07,"Supervisors and occupations in natural resources, agriculture and related production",80.1
Alberta,2021-07,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",55.4
Alberta,2021-07,"Support occupations in art, culture and sport",16.3
Alberta,2021-07,"Technical occupations in art, culture and sport",23.5
Alberta,2021-07,Technical occupations in health,94.3
Alberta,2021-07,Technical occupations related to natural and applied sciences,130.70000000000002
Alberta,2021-07,Technical trades and transportation officers and controllers,447.2
Alberta,2021-07,Therapy and assessment professionals,23.5
Alberta,2021-07,"Trades, transport and equipment operators and related occupations, except management",850.9
Alberta,2021-07,"Workers and labourers in natural resources, agriculture and related production",86.4
Alberta,2021-08,Administrative and financial supervisors and specialized administrative occupations,158.9
Alberta,2021-08,Administrative and financial support and supply chain logistics occupations,225.6
Alberta,2021-08,Administrative occupations and transportation logistics occupations,139.9
Alberta,2021-08,Assisting occupations in education and in legal and public protection,28.8
Alberta,2021-08,Assisting occupations in support of health services,115.7
Alberta,2021-08,"Business, finance and administration occupations, except management",728.2
Alberta,2021-08,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",18.1
Alberta,2021-08,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",110.4
Alberta,2021-08,General trades,239.2
Alberta,2021-08,"Health occupations, except management",362.90000000000003
Alberta,2021-08,Health treating and consultation services professionals,40.3
Alberta,2021-08,"Helpers and labourers and other transport drivers, operators and labourers",132.70000000000002
Alberta,2021-08,"Labourers in processing, manufacturing and utilities",15.9
Alberta,2021-08,Legislative and senior management occupations,6.6
Alberta,2021-08,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",61.0
Alberta,2021-08,"Mail and message distribution, other transport equipment operators and related maintenance workers",43.2
Alberta,2021-08,Management occupations,419.90000000000003
Alberta,2021-08,Middle management occupations in retail and wholesale trade and customer services,109.3
Alberta,2021-08,"Middle management occupations in trades, transportation, production and utilities",169.4
Alberta,2021-08,"Natural and applied sciences and related occupations, except management",370.0
Alberta,2021-08,"Natural resources, agriculture and related production occupations, except management",152.6
Alberta,2021-08,Nursing and allied health professionals,76.8
Alberta,2021-08,"Occupations in art, culture and sport",17.0
Alberta,2021-08,"Occupations in art, culture, recreation and sport, except management",95.6
Alberta,2021-08,"Occupations in education, law and social, community and government services, except management",475.5
Alberta,2021-08,Occupations in front-line public protection services,25.1
Alberta,2021-08,"Occupations in manufacturing and utilities, except management",138.3
Alberta,2021-08,Occupations in sales and services,152.0
Alberta,2021-08,"Paraprofessional occupations in legal, social, community and education services",83.89999999999999
Alberta,2021-08,Professional occupations in applied sciences (except engineering),123.4
Alberta,2021-08,Professional occupations in art and culture,27.5
Alberta,2021-08,Professional occupations in business,111.9
Alberta,2021-08,Professional occupations in education services,166.8
Alberta,2021-08,Professional occupations in engineering,85.0
Alberta,2021-08,Professional occupations in finance,86.4
Alberta,2021-08,Professional occupations in finance and business,201.70000000000002
Alberta,2021-08,Professional occupations in government services,57.1
Alberta,2021-08,Professional occupations in health,142.1
Alberta,2021-08,Professional occupations in law,19.8
Alberta,2021-08,"Professional occupations in law, education, social, community and government services",310.2
Alberta,2021-08,Professional occupations in natural and applied sciences,239.5
Alberta,2021-08,Professional occupations in natural sciences,26.6
Alberta,2021-08,Professional occupations in social and community services,62.0
Alberta,2021-08,Retail sales and service supervisors and specialized occupations in sales and services,144.8
Alberta,2021-08,"Sales and service occupations, except management",961.8
Alberta,2021-08,Sales and service representatives and other customer and personal services occupations,293.3
Alberta,2021-08,Sales and service support occupations,370.7
Alberta,2021-08,Specialized middle management occupations,130.20000000000002
Alberta,2021-08,"Supervisors and occupations in natural resources, agriculture and related production",72.1
Alberta,2021-08,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",55.5
Alberta,2021-08,"Support occupations in art, culture and sport",20.799999999999997
Alberta,2021-08,"Technical occupations in art, culture and sport",21.5
Alberta,2021-08,Technical occupations in health,103.2
Alberta,2021-08,Technical occupations related to natural and applied sciences,128.9
Alberta,2021-08,Technical trades and transportation officers and controllers,438.6
Alberta,2021-08,Therapy and assessment professionals,18.7
Alberta,2021-08,"Trades, transport and equipment operators and related occupations, except management",856.0
Alberta,2021-08,"Workers and labourers in natural resources, agriculture and related production",80.7
Alberta,2021-09,Administrative and financial supervisors and specialized administrative occupations,158.3
Alberta,2021-09,Administrative and financial support and supply chain logistics occupations,228.0
Alberta,2021-09,Administrative occupations and transportation logistics occupations,138.6
Alberta,2021-09,Assisting occupations in education and in legal and public protection,25.4
Alberta,2021-09,Assisting occupations in support of health services,107.4
Alberta,2021-09,"Business, finance and administration occupations, except management",725.4
Alberta,2021-09,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",19.2
Alberta,2021-09,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",109.30000000000001
Alberta,2021-09,General trades,239.3
Alberta,2021-09,"Health occupations, except management",365.0
Alberta,2021-09,Health treating and consultation services professionals,47.2
Alberta,2021-09,"Helpers and labourers and other transport drivers, operators and labourers",131.8
Alberta,2021-09,"Labourers in processing, manufacturing and utilities",14.9
Alberta,2021-09,Legislative and senior management occupations,10.2
Alberta,2021-09,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",62.2
Alberta,2021-09,"Mail and message distribution, other transport equipment operators and related maintenance workers",39.0
Alberta,2021-09,Management occupations,427.8
Alberta,2021-09,Middle management occupations in retail and wholesale trade and customer services,112.10000000000001
Alberta,2021-09,"Middle management occupations in trades, transportation, production and utilities",167.1
Alberta,2021-09,"Natural and applied sciences and related occupations, except management",368.0
Alberta,2021-09,"Natural resources, agriculture and related production occupations, except management",152.2
Alberta,2021-09,Nursing and allied health professionals,77.8
Alberta,2021-09,"Occupations in art, culture and sport",17.4
Alberta,2021-09,"Occupations in art, culture, recreation and sport, except management",92.4
Alberta,2021-09,"Occupations in education, law and social, community and government services, except management",476.2
Alberta,2021-09,Occupations in front-line public protection services,23.2
Alberta,2021-09,"Occupations in manufacturing and utilities, except management",140.0
Alberta,2021-09,Occupations in sales and services,154.2
Alberta,2021-09,"Paraprofessional occupations in legal, social, community and education services",84.89999999999999
Alberta,2021-09,Professional occupations in applied sciences (except engineering),124.1
Alberta,2021-09,Professional occupations in art and culture,21.4
Alberta,2021-09,Professional occupations in business,101.7
Alberta,2021-09,Professional occupations in education services,171.9
Alberta,2021-09,Professional occupations in engineering,87.7
Alberta,2021-09,Professional occupations in finance,94.3
Alberta,2021-09,Professional occupations in finance and business,198.3
Alberta,2021-09,Professional occupations in government services,57.6
Alberta,2021-09,Professional occupations in health,144.6
Alberta,2021-09,Professional occupations in law,21.9
Alberta,2021-09,"Professional occupations in law, education, social, community and government services",315.3
Alberta,2021-09,Professional occupations in natural and applied sciences,244.2
Alberta,2021-09,Professional occupations in natural sciences,27.7
Alberta,2021-09,Professional occupations in social and community services,58.2
Alberta,2021-09,Retail sales and service supervisors and specialized occupations in sales and services,154.8
Alberta,2021-09,"Sales and service occupations, except management",982.6
Alberta,2021-09,Sales and service representatives and other customer and personal services occupations,299.40000000000003
Alberta,2021-09,Sales and service support occupations,374.29999999999995
Alberta,2021-09,Specialized middle management occupations,133.9
Alberta,2021-09,"Supervisors and occupations in natural resources, agriculture and related production",69.7
Alberta,2021-09,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",58.4
Alberta,2021-09,"Support occupations in art, culture and sport",22.9
Alberta,2021-09,"Technical occupations in art, culture and sport",23.0
Alberta,2021-09,Technical occupations in health,111.30000000000001
Alberta,2021-09,Technical occupations related to natural and applied sciences,121.6
Alberta,2021-09,Technical trades and transportation officers and controllers,439.7
Alberta,2021-09,Therapy and assessment professionals,14.4
Alberta,2021-09,"Trades, transport and equipment operators and related occupations, except management",852.9
Alberta,2021-09,"Workers and labourers in natural resources, agriculture and related production",82.6
Alberta,2021-10,Administrative and financial supervisors and specialized administrative occupations,169.4
Alberta,2021-10,Administrative and financial support and supply chain logistics occupations,215.2
Alberta,2021-10,Administrative occupations and transportation logistics occupations,131.2
Alberta,2021-10,Assisting occupations in education and in legal and public protection,33.9
Alberta,2021-10,Assisting occupations in support of health services,105.2
Alberta,2021-10,"Business, finance and administration occupations, except management",715.9
Alberta,2021-10,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",19.7
Alberta,2021-10,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",111.9
Alberta,2021-10,General trades,232.4
Alberta,2021-10,"Health occupations, except management",371.7
Alberta,2021-10,Health treating and consultation services professionals,50.4
Alberta,2021-10,"Helpers and labourers and other transport drivers, operators and labourers",131.9
Alberta,2021-10,"Labourers in processing, manufacturing and utilities",11.2
Alberta,2021-10,Legislative and senior management occupations,10.4
Alberta,2021-10,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",65.8
Alberta,2021-10,"Mail and message distribution, other transport equipment operators and related maintenance workers",35.699999999999996
Alberta,2021-10,Management occupations,426.90000000000003
Alberta,2021-10,Middle management occupations in retail and wholesale trade and customer services,115.5
Alberta,2021-10,"Middle management occupations in trades, transportation, production and utilities",163.6
Alberta,2021-10,"Natural and applied sciences and related occupations, except management",368.7
