GEO,REF_DATE,National Occupational Classification (NOC),VALUE
Prince Edward Island,2022-04,Sales and service representatives and other customer and personal services occupations,5.9
Prince Edward Island,2022-04,Sales and service support occupations,7.1
Prince Edward Island,2022-04,Specialized middle management occupations,2.2
Prince Edward Island,2022-04,"Supervisors and occupations in natural resources, agriculture and related production",1.4
Prince Edward Island,2022-04,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",0.5
Prince Edward Island,2022-04,"Support occupations in art, culture and sport",0.5
Prince Edward Island,2022-04,"Technical occupations in art, culture and sport",0.3
Prince Edward Island,2022-04,Technical occupations in health,1.6
Prince Edward Island,2022-04,Technical occupations related to natural and applied sciences,2.4
Prince Edward Island,2022-04,Technical trades and transportation officers and controllers,7.3
Prince Edward Island,2022-04,Therapy and assessment professionals,0.2
Prince Edward Island,2022-04,"Trades, transport and equipment operators and related occupations, except management",12.4
Prince Edward Island,2022-04,"Workers and labourers in natural resources, agriculture and related production",1.6
Prince Edward Island,2022-05,Administrative and financial supervisors and specialized administrative occupations,4.0
Prince Edward Island,2022-05,Administrative and financial support and supply chain logistics occupations,3.5
Prince Edward Island,2022-05,Administrative occupations and transportation logistics occupations,3.2
Prince Edward Island,2022-05,Assisting occupations in education and in legal and public protection,0.8
Prince Edward Island,2022-05,Assisting occupations in support of health services,2.0
Prince Edward Island,2022-05,"Business, finance and administration occupations, except management",14.1
Prince Edward Island,2022-05,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",0.2
Prince Edward Island,2022-05,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2.1
Prince Edward Island,2022-05,General trades,2.5
Prince Edward Island,2022-05,"Health occupations, except management",6.4
Prince Edward Island,2022-05,Health treating and consultation services professionals,1.4
Prince Edward Island,2022-05,"Helpers and labourers and other transport drivers, operators and labourers",2.2
Prince Edward Island,2022-05,"Labourers in processing, manufacturing and utilities",1.2
Prince Edward Island,2022-05,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",2.2
Prince Edward Island,2022-05,"Mail and message distribution, other transport equipment operators and related maintenance workers",0.8
Prince Edward Island,2022-05,Management occupations,7.3
Prince Edward Island,2022-05,Middle management occupations in retail and wholesale trade and customer services,1.6
Prince Edward Island,2022-05,"Middle management occupations in trades, transportation, production and utilities",3.2
Prince Edward Island,2022-05,"Natural and applied sciences and related occupations, except management",5.7
Prince Edward Island,2022-05,"Natural resources, agriculture and related production occupations, except management",4.3
Prince Edward Island,2022-05,Nursing and allied health professionals,1.3
Prince Edward Island,2022-05,"Occupations in art, culture and sport",0.4
Prince Edward Island,2022-05,"Occupations in art, culture, recreation and sport, except management",1.9
Prince Edward Island,2022-05,"Occupations in education, law and social, community and government services, except management",8.6
Prince Edward Island,2022-05,Occupations in front-line public protection services,0.3
Prince Edward Island,2022-05,"Occupations in manufacturing and utilities, except management",4.2
Prince Edward Island,2022-05,Occupations in sales and services,2.7
Prince Edward Island,2022-05,"Paraprofessional occupations in legal, social, community and education services",1.8
Prince Edward Island,2022-05,Professional occupations in applied sciences (except engineering),2.1
Prince Edward Island,2022-05,Professional occupations in art and culture,0.8
Prince Edward Island,2022-05,Professional occupations in business,2.0
Prince Edward Island,2022-05,Professional occupations in education services,2.9
Prince Edward Island,2022-05,Professional occupations in engineering,1.1
Prince Edward Island,2022-05,Professional occupations in finance,1.2
Prince Edward Island,2022-05,Professional occupations in finance and business,3.3
Prince Edward Island,2022-05,Professional occupations in government services,1.0
Prince Edward Island,2022-05,Professional occupations in health,2.9
Prince Edward Island,2022-05,Professional occupations in law,0.3
Prince Edward Island,2022-05,"Professional occupations in law, education, social, community and government services",5.5
Prince Edward Island,2022-05,Professional occupations in natural and applied sciences,3.5
Prince Edward Island,2022-05,Professional occupations in natural sciences,0.4
Prince Edward Island,2022-05,Professional occupations in social and community services,1.2
Prince Edward Island,2022-05,Retail sales and service supervisors and specialized occupations in sales and services,2.4
Prince Edward Island,2022-05,"Sales and service occupations, except management",18.4
Prince Edward Island,2022-05,Sales and service representatives and other customer and personal services occupations,5.8
Prince Edward Island,2022-05,Sales and service support occupations,7.4
Prince Edward Island,2022-05,Specialized middle management occupations,2.3
Prince Edward Island,2022-05,"Supervisors and occupations in natural resources, agriculture and related production",2.0
Prince Edward Island,2022-05,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",0.8
Prince Edward Island,2022-05,"Support occupations in art, culture and sport",0.4
Prince Edward Island,2022-05,"Technical occupations in art, culture and sport",0.3
Prince Edward Island,2022-05,Technical occupations in health,1.5
Prince Edward Island,2022-05,Technical occupations related to natural and applied sciences,2.2
Prince Edward Island,2022-05,Technical trades and transportation officers and controllers,6.8
Prince Edward Island,2022-05,"Trades, transport and equipment operators and related occupations, except management",12.3
Prince Edward Island,2022-05,"Workers and labourers in natural resources, agriculture and related production",2.4
Prince Edward Island,2022-06,Administrative and financial supervisors and specialized administrative occupations,4.2
Prince Edward Island,2022-06,Administrative and financial support and supply chain logistics occupations,3.3
Prince Edward Island,2022-06,Administrative occupations and transportation logistics occupations,3.2
Prince Edward Island,2022-06,Assisting occupations in education and in legal and public protection,0.9
Prince Edward Island,2022-06,Assisting occupations in support of health services,2.0
Prince Edward Island,2022-06,"Business, finance and administration occupations, except management",13.7
Prince Edward Island,2022-06,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",0.2
Prince Edward Island,2022-06,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2.4
Prince Edward Island,2022-06,General trades,2.7
Prince Edward Island,2022-06,"Health occupations, except management",6.4
Prince Edward Island,2022-06,Health treating and consultation services professionals,1.4
Prince Edward Island,2022-06,"Helpers and labourers and other transport drivers, operators and labourers",2.2
Prince Edward Island,2022-06,"Labourers in processing, manufacturing and utilities",1.1
Prince Edward Island,2022-06,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",2.3
Prince Edward Island,2022-06,"Mail and message distribution, other transport equipment operators and related maintenance workers",0.8
Prince Edward Island,2022-06,Management occupations,7.8
Prince Edward Island,2022-06,Middle management occupations in retail and wholesale trade and customer services,1.7
Prince Edward Island,2022-06,"Middle management occupations in trades, transportation, production and utilities",3.5
Prince Edward Island,2022-06,"Natural and applied sciences and related occupations, except management",5.6
Prince Edward Island,2022-06,"Natural resources, agriculture and related production occupations, except management",5.9
Prince Edward Island,2022-06,Nursing and allied health professionals,1.4
Prince Edward Island,2022-06,"Occupations in art, culture and sport",0.5
Prince Edward Island,2022-06,"Occupations in art, culture, recreation and sport, except management",2.0
Prince Edward Island,2022-06,"Occupations in education, law and social, community and government services, except management",9.5
Prince Edward Island,2022-06,Occupations in front-line public protection services,0.2
Prince Edward Island,2022-06,"Occupations in manufacturing and utilities, except management",4.4
Prince Edward Island,2022-06,Occupations in sales and services,2.9
Prince Edward Island,2022-06,"Paraprofessional occupations in legal, social, community and education services",2.2
Prince Edward Island,2022-06,Professional occupations in applied sciences (except engineering),2.1
Prince Edward Island,2022-06,Professional occupations in art and culture,0.8
Prince Edward Island,2022-06,Professional occupations in business,2.0
Prince Edward Island,2022-06,Professional occupations in education services,3.2
Prince Edward Island,2022-06,Professional occupations in engineering,1.1
Prince Edward Island,2022-06,Professional occupations in finance,1.0
Prince Edward Island,2022-06,Professional occupations in finance and business,3.1
Prince Edward Island,2022-06,Professional occupations in government services,1.1
Prince Edward Island,2022-06,Professional occupations in health,3.0
Prince Edward Island,2022-06,Professional occupations in law,0.3
Prince Edward Island,2022-06,"Professional occupations in law, education, social, community and government services",5.9
Prince Edward Island,2022-06,Professional occupations in natural and applied sciences,3.5
Prince Edward Island,2022-06,Professional occupations in natural sciences,0.4
Prince Edward Island,2022-06,Professional occupations in social and community services,1.3
Prince Edward Island,2022-06,Retail sales and service supervisors and specialized occupations in sales and services,2.6
Prince Edward Island,2022-06,"Sales and service occupations, except management",19.7
Prince Edward Island,2022-06,Sales and service representatives and other customer and personal services occupations,6.0
Prince Edward Island,2022-06,Sales and service support occupations,8.1
Prince Edward Island,2022-06,Specialized middle management occupations,2.6
Prince Edward Island,2022-06,"Supervisors and occupations in natural resources, agriculture and related production",2.5
Prince Edward Island,2022-06,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",1.0
Prince Edward Island,2022-06,"Support occupations in art, culture and sport",0.3
Prince Edward Island,2022-06,"Technical occupations in art, culture and sport",0.3
Prince Edward Island,2022-06,Technical occupations in health,1.5
Prince Edward Island,2022-06,Technical occupations related to natural and applied sciences,2.0
Prince Edward Island,2022-06,Technical trades and transportation officers and controllers,6.4
Prince Edward Island,2022-06,Therapy and assessment professionals,0.2
Prince Edward Island,2022-06,"Trades, transport and equipment operators and related occupations, except management",12.2
Prince Edward Island,2022-06,"Workers and labourers in natural resources, agriculture and related production",3.4
Prince Edward Island,2022-07,Administrative and financial supervisors and specialized administrative occupations,4.3
Prince Edward Island,2022-07,Administrative and financial support and supply chain logistics occupations,3.0
Prince Edward Island,2022-07,Administrative occupations and transportation logistics occupations,3.4
Prince Edward Island,2022-07,Assisting occupations in education and in legal and public protection,1.0
Prince Edward Island,2022-07,Assisting occupations in support of health services,2.1
Prince Edward Island,2022-07,"Business, finance and administration occupations, except management",13.7
Prince Edward Island,2022-07,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",0.3
Prince Edward Island,2022-07,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2.5
Prince Edward Island,2022-07,General trades,3.1
Prince Edward Island,2022-07,"Health occupations, except management",6.7
Prince Edward Island,2022-07,Health treating and consultation services professionals,1.3
Prince Edward Island,2022-07,"Helpers and labourers and other transport drivers, operators and labourers",2.3
Prince Edward Island,2022-07,"Labourers in processing, manufacturing and utilities",1.0
Prince Edward Island,2022-07,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",2.6
Prince Edward Island,2022-07,"Mail and message distribution, other transport equipment operators and related maintenance workers",0.8
Prince Edward Island,2022-07,Management occupations,8.3
Prince Edward Island,2022-07,Middle management occupations in retail and wholesale trade and customer services,2.0
Prince Edward Island,2022-07,"Middle management occupations in trades, transportation, production and utilities",3.6
Prince Edward Island,2022-07,"Natural and applied sciences and related occupations, except management",5.6
Prince Edward Island,2022-07,"Natural resources, agriculture and related production occupations, except management",6.4
Prince Edward Island,2022-07,Nursing and allied health professionals,1.7
Prince Edward Island,2022-07,"Occupations in art, culture and sport",0.7
Prince Edward Island,2022-07,"Occupations in art, culture, recreation and sport, except management",2.3
Prince Edward Island,2022-07,"Occupations in education, law and social, community and government services, except management",9.6
Prince Edward Island,2022-07,Occupations in front-line public protection services,0.2
Prince Edward Island,2022-07,"Occupations in manufacturing and utilities, except management",4.6
Prince Edward Island,2022-07,Occupations in sales and services,2.9
Prince Edward Island,2022-07,"Paraprofessional occupations in legal, social, community and education services",2.3
Prince Edward Island,2022-07,Professional occupations in applied sciences (except engineering),2.1
Prince Edward Island,2022-07,Professional occupations in art and culture,0.8
Prince Edward Island,2022-07,Professional occupations in business,1.9
Prince Edward Island,2022-07,Professional occupations in education services,3.0
Prince Edward Island,2022-07,Professional occupations in engineering,1.0
Prince Edward Island,2022-07,Professional occupations in finance,1.1
Prince Edward Island,2022-07,Professional occupations in finance and business,3.1
Prince Edward Island,2022-07,Professional occupations in government services,1.2
Prince Edward Island,2022-07,Professional occupations in health,3.1
Prince Edward Island,2022-07,Professional occupations in law,0.3
Prince Edward Island,2022-07,"Professional occupations in law, education, social, community and government services",5.8
Prince Edward Island,2022-07,Professional occupations in natural and applied sciences,3.4
Prince Edward Island,2022-07,Professional occupations in natural sciences,0.3
Prince Edward Island,2022-07,Professional occupations in social and community services,1.3
Prince Edward Island,2022-07,Retail sales and service supervisors and specialized occupations in sales and services,2.8
Prince Edward Island,2022-07,"Sales and service occupations, except management",20.8
Prince Edward Island,2022-07,Sales and service representatives and other customer and personal services occupations,6.2
Prince Edward Island,2022-07,Sales and service support occupations,9.0
Prince Edward Island,2022-07,Specialized middle management occupations,2.5
Prince Edward Island,2022-07,"Supervisors and occupations in natural resources, agriculture and related production",2.6
Prince Edward Island,2022-07,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",1.0
Prince Edward Island,2022-07,"Support occupations in art, culture and sport",0.5
Prince Edward Island,2022-07,"Technical occupations in art, culture and sport",0.4
Prince Edward Island,2022-07,Technical occupations in health,1.5
Prince Edward Island,2022-07,Technical occupations related to natural and applied sciences,2.2
Prince Edward Island,2022-07,Technical trades and transportation officers and controllers,6.1
Prince Edward Island,2022-07,Therapy and assessment professionals,0.2
Prince Edward Island,2022-07,"Trades, transport and equipment operators and related occupations, except management",12.3
Prince Edward Island,2022-07,"Workers and labourers in natural resources, agriculture and related production",3.8
Prince Edward Island,2022-08,Administrative and financial supervisors and specialized administrative occupations,4.3
Prince Edward Island,2022-08,Administrative and financial support and supply chain logistics occupations,2.6
Prince Edward Island,2022-08,Administrative occupations and transportation logistics occupations,3.2
Prince Edward Island,2022-08,Assisting occupations in education and in legal and public protection,1.0
Prince Edward Island,2022-08,Assisting occupations in support of health services,2.2
Prince Edward Island,2022-08,"Business, finance and administration occupations, except management",13.4
Prince Edward Island,2022-08,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",0.3
Prince Edward Island,2022-08,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2.4
Prince Edward Island,2022-08,General trades,3.3
Prince Edward Island,2022-08,"Health occupations, except management",7.3
Prince Edward Island,2022-08,Health treating and consultation services professionals,1.2
Prince Edward Island,2022-08,"Helpers and labourers and other transport drivers, operators and labourers",2.2
Prince Edward Island,2022-08,"Labourers in processing, manufacturing and utilities",0.9
Prince Edward Island,2022-08,Legislative and senior management occupations,0.2
Prince Edward Island,2022-08,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",2.9
Prince Edward Island,2022-08,"Mail and message distribution, other transport equipment operators and related maintenance workers",0.7
Prince Edward Island,2022-08,Management occupations,8.0
Prince Edward Island,2022-08,Middle management occupations in retail and wholesale trade and customer services,2.0
Prince Edward Island,2022-08,"Middle management occupations in trades, transportation, production and utilities",3.3
Prince Edward Island,2022-08,"Natural and applied sciences and related occupations, except management",5.8
Prince Edward Island,2022-08,"Natural resources, agriculture and related production occupations, except management",5.6
Prince Edward Island,2022-08,Nursing and allied health professionals,2.0
Prince Edward Island,2022-08,"Occupations in art, culture and sport",0.6
Prince Edward Island,2022-08,"Occupations in art, culture, recreation and sport, except management",2.6
Prince Edward Island,2022-08,"Occupations in education, law and social, community and government services, except management",9.5
Prince Edward Island,2022-08,Occupations in front-line public protection services,0.2
Prince Edward Island,2022-08,"Occupations in manufacturing and utilities, except management",4.7
Prince Edward Island,2022-08,Occupations in sales and services,2.7
Prince Edward Island,2022-08,"Paraprofessional occupations in legal, social, community and education services",2.2
Prince Edward Island,2022-08,Professional occupations in applied sciences (except engineering),2.1
Prince Edward Island,2022-08,Professional occupations in art and culture,0.8
Prince Edward Island,2022-08,Professional occupations in business,2.0
Prince Edward Island,2022-08,Professional occupations in education services,2.9
Prince Edward Island,2022-08,Professional occupations in engineering,0.8
Prince Edward Island,2022-08,Professional occupations in finance,1.2
Prince Edward Island,2022-08,Professional occupations in finance and business,3.2
Prince Edward Island,2022-08,Professional occupations in government services,1.5
Prince Edward Island,2022-08,Professional occupations in health,3.5
Prince Edward Island,2022-08,Professional occupations in law,0.2
Prince Edward Island,2022-08,"Professional occupations in law, education, social, community and government services",5.8
Prince Edward Island,2022-08,Professional occupations in natural and applied sciences,3.3
Prince Edward Island,2022-08,Professional occupations in natural sciences,0.4
Prince Edward Island,2022-08,Professional occupations in social and community services,1.2
Prince Edward Island,2022-08,Retail sales and service supervisors and specialized occupations in sales and services,2.6
Prince Edward Island,2022-08,"Sales and service occupations, except management",21.3
Prince Edward Island,2022-08,Sales and service representatives and other customer and personal services occupations,6.1
Prince Edward Island,2022-08,Sales and service support occupations,9.8
Prince Edward Island,2022-08,Specialized middle management occupations,2.5
Prince Edward Island,2022-08,"Supervisors and occupations in natural resources, agriculture and related production",2.2
Prince Edward Island,2022-08,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",0.9
Prince Edward Island,2022-08,"Support occupations in art, culture and sport",0.7
Prince Edward Island,2022-08,"Technical occupations in art, culture and sport",0.4
Prince Edward Island,2022-08,Technical occupations in health,1.6
Prince Edward Island,2022-08,Technical occupations related to natural and applied sciences,2.5
Prince Edward Island,2022-08,Technical trades and transportation officers and controllers,6.3
Prince Edward Island,2022-08,Therapy and assessment professionals,0.3
Prince Edward Island,2022-08,"Trades, transport and equipment operators and related occupations, except management",12.4
Prince Edward Island,2022-08,"Workers and labourers in natural resources, agriculture and related production",3.4
Prince Edward Island,2022-09,Administrative and financial supervisors and specialized administrative occupations,3.9
Prince Edward Island,2022-09,Administrative and financial support and supply chain logistics occupations,2.5
Prince Edward Island,2022-09,Administrative occupations and transportation logistics occupations,3.0
Prince Edward Island,2022-09,Assisting occupations in education and in legal and public protection,1.0
Prince Edward Island,2022-09,Assisting occupations in support of health services,2.2
Prince Edward Island,2022-09,"Business, finance and administration occupations, except management",13.0
Prince Edward Island,2022-09,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",0.4
Prince Edward Island,2022-09,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2.0
Prince Edward Island,2022-09,General trades,3.2
Prince Edward Island,2022-09,"Health occupations, except management",7.6
Prince Edward Island,2022-09,Health treating and consultation services professionals,1.2
Prince Edward Island,2022-09,"Helpers and labourers and other transport drivers, operators and labourers",2.0
Prince Edward Island,2022-09,"Labourers in processing, manufacturing and utilities",0.8
Prince Edward Island,2022-09,Legislative and senior management occupations,0.2
Prince Edward Island,2022-09,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",3.3
Prince Edward Island,2022-09,"Mail and message distribution, other transport equipment operators and related maintenance workers",0.5
Prince Edward Island,2022-09,Management occupations,7.7
Prince Edward Island,2022-09,Middle management occupations in retail and wholesale trade and customer services,2.2
Prince Edward Island,2022-09,"Middle management occupations in trades, transportation, production and utilities",3.0
Prince Edward Island,2022-09,"Natural and applied sciences and related occupations, except management",5.8
Prince Edward Island,2022-09,"Natural resources, agriculture and related production occupations, except management",4.8
Prince Edward Island,2022-09,Nursing and allied health professionals,2.2
Prince Edward Island,2022-09,"Occupations in art, culture and sport",0.4
Prince Edward Island,2022-09,"Occupations in art, culture, recreation and sport, except management",2.3
Prince Edward Island,2022-09,"Occupations in education, law and social, community and government services, except management",9.7
Prince Edward Island,2022-09,Occupations in front-line public protection services,0.3
Prince Edward Island,2022-09,"Occupations in manufacturing and utilities, except management",4.8
Prince Edward Island,2022-09,Occupations in sales and services,2.4
Prince Edward Island,2022-09,"Paraprofessional occupations in legal, social, community and education services",1.8
Prince Edward Island,2022-09,Professional occupations in applied sciences (except engineering),2.0
Prince Edward Island,2022-09,Professional occupations in art and culture,0.8
Prince Edward Island,2022-09,Professional occupations in business,2.5
Prince Edward Island,2022-09,Professional occupations in education services,3.0
Prince Edward Island,2022-09,Professional occupations in engineering,0.6
Prince Edward Island,2022-09,Professional occupations in finance,1.2
Prince Edward Island,2022-09,Professional occupations in finance and business,3.7
Prince Edward Island,2022-09,Professional occupations in government services,1.6
Prince Edward Island,2022-09,Professional occupations in health,3.7
Prince Edward Island,2022-09,Professional occupations in law,0.2
Prince Edward Island,2022-09,"Professional occupations in law, education, social, community and government services",6.3
Prince Edward Island,2022-09,Professional occupations in natural and applied sciences,3.1
Prince Edward Island,2022-09,Professional occupations in natural sciences,0.5
Prince Edward Island,2022-09,Professional occupations in social and community services,1.4
Prince Edward Island,2022-09,Retail sales and service supervisors and specialized occupations in sales and services,2.3
Prince Edward Island,2022-09,"Sales and service occupations, except management",19.8
Prince Edward Island,2022-09,Sales and service representatives and other customer and personal services occupations,5.8
Prince Edward Island,2022-09,Sales and service support occupations,9.2
Prince Edward Island,2022-09,Specialized middle management occupations,2.3
Prince Edward Island,2022-09,"Supervisors and occupations in natural resources, agriculture and related production",2.0
Prince Edward Island,2022-09,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",0.7
Prince Edward Island,2022-09,"Support occupations in art, culture and sport",0.6
Prince Edward Island,2022-09,"Technical occupations in art, culture and sport",0.5
Prince Edward Island,2022-09,Technical occupations in health,1.7
Prince Edward Island,2022-09,Technical occupations related to natural and applied sciences,2.7
Prince Edward Island,2022-09,Technical trades and transportation officers and controllers,6.7
Prince Edward Island,2022-09,Therapy and assessment professionals,0.3
Prince Edward Island,2022-09,"Trades, transport and equipment operators and related occupations, except management",12.4
Prince Edward Island,2022-09,"Workers and labourers in natural resources, agriculture and related production",2.8
Prince Edward Island,2022-10,Administrative and financial supervisors and specialized administrative occupations,3.6
Prince Edward Island,2022-10,Administrative and financial support and supply chain logistics occupations,2.6
Prince Edward Island,2022-10,Administrative occupations and transportation logistics occupations,2.8
Prince Edward Island,2022-10,Assisting occupations in education and in legal and public protection,1.2
Prince Edward Island,2022-10,Assisting occupations in support of health services,2.2
Prince Edward Island,2022-10,"Business, finance and administration occupations, except management",12.8
Prince Edward Island,2022-10,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",0.3
Prince Edward Island,2022-10,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2.1
Prince Edward Island,2022-10,General trades,3.3
Prince Edward Island,2022-10,"Health occupations, except management",8.5
Prince Edward Island,2022-10,Health treating and consultation services professionals,1.4
Prince Edward Island,2022-10,"Helpers and labourers and other transport drivers, operators and labourers",1.7
Prince Edward Island,2022-10,"Labourers in processing, manufacturing and utilities",0.8
Prince Edward Island,2022-10,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",3.4
Prince Edward Island,2022-10,"Mail and message distribution, other transport equipment operators and related maintenance workers",0.5
Prince Edward Island,2022-10,Management occupations,7.7
Prince Edward Island,2022-10,Middle management occupations in retail and wholesale trade and customer services,2.1
Prince Edward Island,2022-10,"Middle management occupations in trades, transportation, production and utilities",3.0
Prince Edward Island,2022-10,"Natural and applied sciences and related occupations, except management",5.6
Prince Edward Island,2022-10,"Natural resources, agriculture and related production occupations, except management",5.1
Prince Edward Island,2022-10,Nursing and allied health professionals,2.5
Prince Edward Island,2022-10,"Occupations in art, culture and sport",0.3
Prince Edward Island,2022-10,"Occupations in art, culture, recreation and sport, except management",2.1
Prince Edward Island,2022-10,"Occupations in education, law and social, community and government services, except management",10.5
Prince Edward Island,2022-10,Occupations in front-line public protection services,0.3
Prince Edward Island,2022-10,"Occupations in manufacturing and utilities, except management",4.7
Prince Edward Island,2022-10,Occupations in sales and services,2.3
Prince Edward Island,2022-10,"Paraprofessional occupations in legal, social, community and education services",1.8
Prince Edward Island,2022-10,Professional occupations in applied sciences (except engineering),2.0
Prince Edward Island,2022-10,Professional occupations in art and culture,1.0
Prince Edward Island,2022-10,Professional occupations in business,2.6
Prince Edward Island,2022-10,Professional occupations in education services,3.5
Prince Edward Island,2022-10,Professional occupations in engineering,0.5
Prince Edward Island,2022-10,Professional occupations in finance,1.2
Prince Edward Island,2022-10,Professional occupations in finance and business,3.7
Prince Edward Island,2022-10,Professional occupations in government services,1.8
Prince Edward Island,2022-10,Professional occupations in health,4.3
Prince Edward Island,2022-10,Professional occupations in law,0.2
Prince Edward Island,2022-10,"Professional occupations in law, education, social, community and government services",7.0
Prince Edward Island,2022-10,Professional occupations in natural and applied sciences,3.0
Prince Edward Island,2022-10,Professional occupations in natural sciences,0.6
Prince Edward Island,2022-10,Professional occupations in social and community services,1.4
Prince Edward Island,2022-10,Retail sales and service supervisors and specialized occupations in sales and services,2.3
Prince Edward Island,2022-10,"Sales and service occupations, except management",17.7
Prince Edward Island,2022-10,Sales and service representatives and other customer and personal services occupations,4.6
Prince Edward Island,2022-10,Sales and service support occupations,8.5
Prince Edward Island,2022-10,Specialized middle management occupations,2.5
Prince Edward Island,2022-10,"Supervisors and occupations in natural resources, agriculture and related production",2.1
Prince Edward Island,2022-10,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",0.6
Prince Edward Island,2022-10,"Support occupations in art, culture and sport",0.4
Prince Edward Island,2022-10,"Technical occupations in art, culture and sport",0.5
Prince Edward Island,2022-10,Technical occupations in health,2.1
Prince Edward Island,2022-10,Technical occupations related to natural and applied sciences,2.6
Prince Edward Island,2022-10,Technical trades and transportation officers and controllers,6.9
Prince Edward Island,2022-10,Therapy and assessment professionals,0.3
Prince Edward Island,2022-10,"Trades, transport and equipment operators and related occupations, except management",12.4
Prince Edward Island,2022-10,"Workers and labourers in natural resources, agriculture and related production",3.0
Prince Edward Island,2022-11,Administrative and financial supervisors and specialized administrative occupations,3.7
Prince Edward Island,2022-11,Administrative and financial support and supply chain logistics occupations,2.7
Prince Edward Island,2022-11,Administrative occupations and transportation logistics occupations,3.0
Prince Edward Island,2022-11,Assisting occupations in education and in legal and public protection,1.3
Prince Edward Island,2022-11,Assisting occupations in support of health services,2.0
Prince Edward Island,2022-11,"Business, finance and administration occupations, except management",13.1
Prince Edward Island,2022-11,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",0.3
Prince Edward Island,2022-11,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2.0
Prince Edward Island,2022-11,General trades,3.1
Prince Edward Island,2022-11,"Health occupations, except management",8.7
Prince Edward Island,2022-11,Health treating and consultation services professionals,1.4
Prince Edward Island,2022-11,"Helpers and labourers and other transport drivers, operators and labourers",1.7
Prince Edward Island,2022-11,"Labourers in processing, manufacturing and utilities",0.7
Prince Edward Island,2022-11,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",2.9
Prince Edward Island,2022-11,"Mail and message distribution, other transport equipment operators and related maintenance workers",0.5
Prince Edward Island,2022-11,Management occupations,8.0
Prince Edward Island,2022-11,Middle management occupations in retail and wholesale trade and customer services,2.2
Prince Edward Island,2022-11,"Middle management occupations in trades, transportation, production and utilities",3.2
Prince Edward Island,2022-11,"Natural and applied sciences and related occupations, except management",5.3
Prince Edward Island,2022-11,"Natural resources, agriculture and related production occupations, except management",4.7
Prince Edward Island,2022-11,Nursing and allied health professionals,2.6
Prince Edward Island,2022-11,"Occupations in art, culture and sport",0.2
Prince Edward Island,2022-11,"Occupations in art, culture, recreation and sport, except management",1.9
Prince Edward Island,2022-11,"Occupations in education, law and social, community and government services, except management",11.0
Prince Edward Island,2022-11,Occupations in front-line public protection services,0.3
Prince Edward Island,2022-11,"Occupations in manufacturing and utilities, except management",4.0
Prince Edward Island,2022-11,Occupations in sales and services,2.1
Prince Edward Island,2022-11,"Paraprofessional occupations in legal, social, community and education services",1.7
Prince Edward Island,2022-11,Professional occupations in applied sciences (except engineering),2.0
Prince Edward Island,2022-11,Professional occupations in art and culture,1.0
Prince Edward Island,2022-11,Professional occupations in business,2.5
Prince Edward Island,2022-11,Professional occupations in education services,3.8
Prince Edward Island,2022-11,Professional occupations in engineering,0.5
Prince Edward Island,2022-11,Professional occupations in finance,1.2
Prince Edward Island,2022-11,Professional occupations in finance and business,3.6
Prince Edward Island,2022-11,Professional occupations in government services,2.0
Prince Edward Island,2022-11,Professional occupations in health,4.5
Prince Edward Island,2022-11,Professional occupations in law,0.2
Prince Edward Island,2022-11,"Professional occupations in law, education, social, community and government services",7.4
Prince Edward Island,2022-11,Professional occupations in natural and applied sciences,3.0
Prince Edward Island,2022-11,Professional occupations in natural sciences,0.5
Prince Edward Island,2022-11,Professional occupations in social and community services,1.4
Prince Edward Island,2022-11,Retail sales and service supervisors and specialized occupations in sales and services,2.6
Prince Edward Island,2022-11,"Sales and service occupations, except management",15.3
Prince Edward Island,2022-11,Sales and service representatives and other customer and personal services occupations,3.7
Prince Edward Island,2022-11,Sales and service support occupations,6.8
